@relation test

@attribute place {Namburu,Kakani,Tadepalli,Amaravathi,KLU}
@attribute parameter {temperature,humidity,Rainfall,Pressure}
@attribute value numeric

@data
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Kakani,Rainfall,1
Namburu,Rainfall,1
Tadepalli,Rainfall,1
Namburu,Rainfall,1
Amaravathi,Rainfall,1
Amaravathi,Rainfall,1
KLU,Rainfall,1
KLU,Rainfall,1
KLU,Rainfall,1
KLU,Rainfall,1
Namburu,Rainfall,1
KLU,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Namburu,Rainfall,1
Amaravathi,Rainfall,1
Amaravathi,Rainfall,1
Amaravathi,Rainfall,1
Amaravathi,Rainfall,1
Amaravathi,Rainfall,1
Amaravathi,Rainfall,1
Amaravathi,Rainfall,1
Amaravathi,Rainfall,1
Amaravathi,Rainfall,1
Amaravathi,Rainfall,1
Amaravathi,Rainfall,1
Namburu,Rainfall,1
Amaravathi,Rainfall,1
Amaravathi,Rainfall,1
Amaravathi,Rainfall,1
Amaravathi,Rainfall,1
Amaravathi,Rainfall,1
Amaravathi,Rainfall,1
Amaravathi,Rainfall,1
Amaravathi,Rainfall,1
Amaravathi,Rainfall,1
Amaravathi,Rainfall,1
Amaravathi,Rainfall,1
Amaravathi,Rainfall,1
Amaravathi,Rainfall,1
Amaravathi,Rainfall,1
Amaravathi,Rainfall,1
Amaravathi,Rainfall,1
Amaravathi,Rainfall,1
Amaravathi,Rainfall,1
Amaravathi,Rainfall,1
Amaravathi,Rainfall,1
Amaravathi,Rainfall,1
Amaravathi,Rainfall,1
Amaravathi,Rainfall,1
Amaravathi,Rainfall,1
Amaravathi,Rainfall,1
Amaravathi,Rainfall,1
KLU,Rainfall,1
KLU,Rainfall,1
KLU,Rainfall,1
KLU,Rainfall,1
KLU,Rainfall,1
KLU,Rainfall,1
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
Kakani,Rainfall,0
Kakani,Rainfall,0
Kakani,Rainfall,0
Kakani,Rainfall,0
Kakani,Rainfall,0
Kakani,Rainfall,0
Kakani,Rainfall,0
Kakani,Rainfall,0
Kakani,Rainfall,0
Kakani,Rainfall,0
Kakani,Rainfall,0
Kakani,Rainfall,0
Kakani,Rainfall,0
Kakani,Rainfall,0
Kakani,Rainfall,0
Kakani,Rainfall,0
Kakani,Rainfall,0
Kakani,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Kakani,Rainfall,0
Kakani,Rainfall,0
Kakani,Rainfall,0
Kakani,Rainfall,0
Namburu,Rainfall,0
Kakani,Rainfall,0
Kakani,Rainfall,0
Kakani,Rainfall,0
Kakani,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Namburu,Rainfall,0
Tadepalli,Rainfall,0
Kakani,Rainfall,0
Tadepalli,Rainfall,0
Kakani,Rainfall,0
Namburu,Rainfall,0
Tadepalli,Rainfall,0
Namburu,Rainfall,0
Tadepalli,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Tadepalli,Rainfall,0
Namburu,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Kakani,Rainfall,0
Kakani,Rainfall,0
Tadepalli,Rainfall,0
Kakani,Rainfall,0
Kakani,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Kakani,Rainfall,0
Kakani,Rainfall,0
Namburu,Rainfall,0
Kakani,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Kakani,Rainfall,0
Namburu,Rainfall,0
Tadepalli,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Tadepalli,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Kakani,Rainfall,0
Namburu,Rainfall,0
Tadepalli,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Tadepalli,Rainfall,0
Namburu,Rainfall,0
Kakani,Rainfall,0
Namburu,Rainfall,0
Kakani,Rainfall,0
Namburu,Rainfall,0
Tadepalli,Rainfall,0
Kakani,Rainfall,0
Kakani,Rainfall,0
Kakani,Rainfall,0
Kakani,Rainfall,0
Kakani,Rainfall,0
Tadepalli,Rainfall,0
Kakani,Rainfall,0
Kakani,Rainfall,0
Kakani,Rainfall,0
Kakani,Rainfall,0
Kakani,Rainfall,0
Kakani,Rainfall,0
Kakani,Rainfall,0
Kakani,Rainfall,0
Kakani,Rainfall,0
Kakani,Rainfall,0
Kakani,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Kakani,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Tadepalli,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Tadepalli,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Tadepalli,Rainfall,0
Kakani,Rainfall,0
Kakani,Rainfall,0
Tadepalli,Rainfall,0
Kakani,Rainfall,0
Namburu,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Kakani,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Tadepalli,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Kakani,Rainfall,0
Tadepalli,Rainfall,0
Kakani,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Kakani,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Namburu,Rainfall,0
Kakani,Rainfall,0
Tadepalli,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Tadepalli,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Tadepalli,Rainfall,0
Amaravathi,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Amaravathi,Rainfall,0
Tadepalli,Rainfall,0
Amaravathi,Rainfall,0
Tadepalli,Rainfall,0
Amaravathi,Rainfall,0
Tadepalli,Rainfall,0
Amaravathi,Rainfall,0
Amaravathi,Rainfall,0
Namburu,Rainfall,0
Kakani,Rainfall,0
Amaravathi,Rainfall,0
Kakani,Rainfall,0
Tadepalli,Rainfall,0
Amaravathi,Rainfall,0
Kakani,Rainfall,0
Tadepalli,Rainfall,0
Kakani,Rainfall,0
Namburu,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Tadepalli,Rainfall,0
Tadepalli,Rainfall,0
Kakani,Rainfall,0
Namburu,Rainfall,0
Kakani,Rainfall,0
Namburu,Rainfall,0
Amaravathi,Rainfall,0
Tadepalli,Rainfall,0
Amaravathi,Rainfall,0
Kakani,Rainfall,0
Kakani,Rainfall,0
Amaravathi,Rainfall,0
Tadepalli,Rainfall,0
Namburu,Rainfall,0
Amaravathi,Rainfall,0
Kakani,Rainfall,0
Namburu,Rainfall,0
Amaravathi,Rainfall,0
Namburu,Rainfall,0
Amaravathi,Rainfall,0
Namburu,Rainfall,0
Namburu,Rainfall,0
Kakani,Rainfall,0
Namburu,Rainfall,0
Kakani,Rainfall,0
Namburu,Rainfall,0
Tadepalli,Rainfall,0
